#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
DPP4	ICAM1	9606.ENSP00000353731	9606.ENSP00000264832	0	0	0	0	0.062	0	0	0.462	0.474
DPP4	ANPEP	9606.ENSP00000353731	9606.ENSP00000300060	0.049	0	0	0	0.120	0	0	0.761	0.783
DPP4	SPINT1	9606.ENSP00000353731	9606.ENSP00000342098	0	0	0	0	0.062	0	0	0.433	0.445
DPP4	FN1	9606.ENSP00000353731	9606.ENSP00000346839	0	0	0	0	0.049	0.176	0	0.988	0.990
DPP4	KRT19	9606.ENSP00000353731	9606.ENSP00000355124	0	0	0	0	0.062	0	0	0.439	0.451
DPP4	P4HA2	9606.ENSP00000353731	9606.ENSP00000384999	0	0	0	0	0.088	0	0	0.445	0.472
DPP4	ENTPD1	9606.ENSP00000353731	9606.ENSP00000360250	0	0	0	0	0.073	0	0	0.482	0.499
DSC3	PKP2	9606.ENSP00000353608	9606.ENSP00000070846	0	0	0	0	0.062	0.163	0.600	0.965	0.987
DSC3	NAPSA	9606.ENSP00000353608	9606.ENSP00000253719	0	0	0	0	0	0.056	0	0.456	0.464
DSC3	LIPH	9606.ENSP00000353608	9606.ENSP00000296252	0	0	0	0	0	0	0	0.608	0.608
DSC3	KLK7	9606.ENSP00000353608	9606.ENSP00000375683	0	0	0	0	0.119	0	0	0.384	0.435
DSC3	EPPK1	9606.ENSP00000353608	9606.ENSP00000484472	0	0	0	0	0	0.057	0	0.467	0.475
DSC3	CDSN	9606.ENSP00000353608	9606.ENSP00000365465	0	0	0	0	0.062	0.232	0	0.481	0.593
DSC3	PERP	9606.ENSP00000353608	9606.ENSP00000397157	0	0	0	0	0.131	0	0.600	0.601	0.849
DTX4	JAG2	9606.ENSP00000227451	9606.ENSP00000328169	0	0	0	0	0.049	0.335	0	0.313	0.527
DTX4	TMEM173	9606.ENSP00000227451	9606.ENSP00000331288	0	0	0	0	0	0	0.600	0.223	0.675
DUSP4	ETV4	9606.ENSP00000240100	9606.ENSP00000321835	0	0	0	0	0.097	0	0	0.395	0.431
DUSP4	ETV5	9606.ENSP00000240100	9606.ENSP00000306894	0	0	0	0	0.082	0	0	0.418	0.443
DUSP4	PTPRE	9606.ENSP00000240100	9606.ENSP00000254667	0	0	0	0	0.049	0.070	0	0.662	0.675
DUSP4	DUSP6	9606.ENSP00000240100	9606.ENSP00000279488	0	0	0	0.784	0.062	0	0.900	0.815	0.919
DUSP5	HEY2	9606.ENSP00000358596	9606.ENSP00000357348	0	0	0	0	0	0	0	0.538	0.538
DUSP6	DUSP4	9606.ENSP00000279488	9606.ENSP00000240100	0	0	0	0.784	0.062	0	0.900	0.815	0.919
DUSP6	PTPRE	9606.ENSP00000279488	9606.ENSP00000254667	0	0	0	0	0.096	0.070	0	0.624	0.656
DUSP6	NOX4	9606.ENSP00000279488	9606.ENSP00000263317	0	0	0	0	0	0.102	0	0.456	0.491
DUSP6	ERBB3	9606.ENSP00000279488	9606.ENSP00000267101	0	0	0	0	0	0.124	0	0.412	0.462
DUSP6	IL17RD	9606.ENSP00000279488	9606.ENSP00000296318	0	0	0	0	0	0	0	0.430	0.430
DUSP6	ESM1	9606.ENSP00000279488	9606.ENSP00000370812	0	0	0	0	0.061	0	0	0.425	0.436
DUSP6	PGR	9606.ENSP00000279488	9606.ENSP00000325120	0	0	0	0	0	0.058	0	0.576	0.583
DUSP6	ETV5	9606.ENSP00000279488	9606.ENSP00000306894	0	0	0	0	0.090	0	0	0.604	0.624
DUSP6	ETV4	9606.ENSP00000279488	9606.ENSP00000321835	0	0	0	0	0.062	0	0	0.670	0.678
E2F1	NGFR	9606.ENSP00000345571	9606.ENSP00000172229	0	0	0	0	0.065	0	0.900	0.108	0.909
E2F1	CCND1	9606.ENSP00000345571	9606.ENSP00000227507	0	0	0	0	0.078	0.104	0.900	0.715	0.973
E2F1	HRK	9606.ENSP00000345571	9606.ENSP00000257572	0	0	0	0	0	0	0	0.405	0.405
E2F1	CDKN2B	9606.ENSP00000345571	9606.ENSP00000276925	0	0	0	0	0.054	0.057	0	0.466	0.482
E2F1	CDT1	9606.ENSP00000345571	9606.ENSP00000301019	0	0	0	0	0.401	0	0.900	0.452	0.964
E2F1	PMAIP1	9606.ENSP00000345571	9606.ENSP00000326119	0	0	0	0	0.073	0	0.900	0.307	0.930
E2F1	NPDC1	9606.ENSP00000345571	9606.ENSP00000360660	0	0	0	0	0	0.462	0	0.838	0.909
E2F1	BBC3	9606.ENSP00000345571	9606.ENSP00000404503	0	0	0	0	0.063	0	0.900	0.161	0.914
E2F1	CDKN2A	9606.ENSP00000345571	9606.ENSP00000418915	0	0	0	0	0.082	0.681	0.900	0.654	0.988
ECE1	LGALS3	9606.ENSP00000364028	9606.ENSP00000254301	0	0	0	0	0.065	0.418	0	0.073	0.452
ECE1	SPINT1	9606.ENSP00000364028	9606.ENSP00000342098	0	0	0	0	0	0.060	0	0.642	0.649
ECM1	ITGB4	9606.ENSP00000358045	9606.ENSP00000200181	0	0	0	0	0	0.094	0	0.398	0.432
ECM1	TIMP1	9606.ENSP00000358045	9606.ENSP00000218388	0	0	0	0	0.133	0	0	0.341	0.404
ECM1	FN1	9606.ENSP00000358045	9606.ENSP00000346839	0	0	0	0	0.156	0	0	0.495	0.556
ECM1	CFI	9606.ENSP00000358045	9606.ENSP00000378130	0	0	0	0	0	0.430	0	0	0.430
ECM1	POSTN	9606.ENSP00000358045	9606.ENSP00000369071	0	0	0	0	0.134	0	0	0.377	0.438
ECM1	TGFBI	9606.ENSP00000358045	9606.ENSP00000416330	0	0	0	0	0.183	0	0	0.367	0.461
EDIL3	HAPLN1	9606.ENSP00000296591	9606.ENSP00000274341	0	0	0	0	0.123	0	0	0.749	0.770
EDIL3	COL5A1	9606.ENSP00000296591	9606.ENSP00000360882	0	0	0	0	0.103	0	0	0.381	0.422
EDIL3	MDK	9606.ENSP00000296591	9606.ENSP00000385451	0	0	0	0	0.062	0	0	0.466	0.478
EDIL3	ZNF469	9606.ENSP00000296591	9606.ENSP00000402343	0	0	0	0	0	0	0	0.542	0.542
EDIL3	COL11A1	9606.ENSP00000296591	9606.ENSP00000359114	0	0	0	0	0.124	0	0	0.524	0.565
EEF1A2	CDKN2A	9606.ENSP00000217182	9606.ENSP00000418915	0	0	0	0	0	0.057	0	0.445	0.455
EEF1A2	LRRK2	9606.ENSP00000217182	9606.ENSP00000298910	0	0	0	0	0	0.507	0	0.097	0.536
EEF1A2	LGALS3	9606.ENSP00000217182	9606.ENSP00000254301	0	0	0	0	0	0.065	0	0.558	0.569
EEF1A2	SIGLEC15	9606.ENSP00000217182	9606.ENSP00000374125	0	0	0	0	0	0	0	0.688	0.689
EEF1A2	MUC1	9606.ENSP00000217182	9606.ENSP00000484824	0	0	0	0	0	0	0	0.869	0.869
ELF3	POU2F3	9606.ENSP00000352673	9606.ENSP00000260264	0	0	0	0	0	0	0	0.733	0.733
ELF3	LAMB3	9606.ENSP00000352673	9606.ENSP00000375778	0	0	0	0	0.107	0	0	0.384	0.427
ELF3	AGR2	9606.ENSP00000352673	9606.ENSP00000391490	0	0	0	0	0.522	0	0	0.181	0.592
ELFN1	SYTL5	9606.ENSP00000456548	9606.ENSP00000395220	0	0	0	0	0	0	0	0.690	0.690
ELFN1	ZNF469	9606.ENSP00000456548	9606.ENSP00000402343	0	0	0	0	0	0	0	0.450	0.450
ELFN1	GRM4	9606.ENSP00000456548	9606.ENSP00000440556	0	0	0	0	0.065	0	0	0.407	0.422
ENC1	CCND1	9606.ENSP00000479101	9606.ENSP00000227507	0	0	0	0	0	0	0	0.519	0.519
ENC1	PTCHD4	9606.ENSP00000479101	9606.ENSP00000341914	0	0	0	0	0.062	0	0	0.538	0.548
ENPP3	NT5E	9606.ENSP00000406261	9606.ENSP00000257770	0.043	0	0	0	0.062	0	0.650	0.474	0.812
ENPP3	ADCY8	9606.ENSP00000406261	9606.ENSP00000286355	0	0	0	0	0.062	0	0.650	0.058	0.663
ENPP3	PDE9A	9606.ENSP00000406261	9606.ENSP00000291539	0	0	0	0	0.063	0.058	0.650	0	0.664
ENPP3	ANPEP	9606.ENSP00000406261	9606.ENSP00000300060	0	0	0	0	0.064	0	0	0.402	0.416
ENPP3	PDE5A	9606.ENSP00000406261	9606.ENSP00000347046	0	0	0	0	0.063	0.058	0.650	0.080	0.677
ENPP3	ENTPD2	9606.ENSP00000406261	9606.ENSP00000347213	0	0	0	0	0.065	0.057	0	0.669	0.682
ENPP3	PDE4C	9606.ENSP00000406261	9606.ENSP00000347689	0	0	0	0	0.063	0.058	0.650	0.093	0.682
ENPP3	FCER1A	9606.ENSP00000406261	9606.ENSP00000357097	0	0	0	0	0	0	0	0.561	0.561
ENPP3	ENTPD1	9606.ENSP00000406261	9606.ENSP00000360250	0	0	0	0	0.065	0.057	0.900	0.605	0.960
ENPP3	ENTPD8	9606.ENSP00000406261	9606.ENSP00000360561	0	0	0	0	0.065	0.057	0.900	0.618	0.961
ENPP3	ALPL	9606.ENSP00000406261	9606.ENSP00000363973	0.045	0	0	0	0.062	0	0	0.395	0.411
ENPP3	PDE1C	9606.ENSP00000406261	9606.ENSP00000379496	0	0	0	0	0.062	0	0.650	0.043	0.658
ENTPD1	NT5E	9606.ENSP00000360250	9606.ENSP00000257770	0	0	0	0	0.062	0	0.650	0.985	0.995
ENTPD1	ICAM1	9606.ENSP00000360250	9606.ENSP00000264832	0	0	0	0	0	0	0	0.406	0.406
ENTPD1	ADCY8	9606.ENSP00000360250	9606.ENSP00000286355	0	0	0	0	0.052	0	0.650	0.059	0.660
ENTPD1	PDE9A	9606.ENSP00000360250	9606.ENSP00000291539	0	0	0	0	0.062	0	0.650	0	0.657
ENTPD1	PDE5A	9606.ENSP00000360250	9606.ENSP00000347046	0	0	0	0	0.062	0	0.650	0.067	0.666
ENTPD1	ENTPD2	9606.ENSP00000360250	9606.ENSP00000347213	0	0	0	0.896	0	0	0.900	0.865	0.908
ENTPD1	PDE4C	9606.ENSP00000360250	9606.ENSP00000347689	0	0	0	0	0.062	0	0.650	0.060	0.664
ENTPD1	HP	9606.ENSP00000360250	9606.ENSP00000348170	0	0	0	0	0.062	0	0	0.573	0.583
ENTPD1	DPP4	9606.ENSP00000360250	9606.ENSP00000353731	0	0	0	0	0.073	0	0	0.482	0.499
ENTPD1	CD55	9606.ENSP00000360250	9606.ENSP00000356030	0	0	0	0	0	0	0	0.510	0.510
ENTPD1	ADORA1	9606.ENSP00000360250	9606.ENSP00000356205	0	0	0	0	0	0	0	0.755	0.755
ENTPD1	GAP43	9606.ENSP00000360250	9606.ENSP00000377372	0	0	0	0	0	0	0	0.412	0.412
ENTPD1	P2RY6	9606.ENSP00000360250	9606.ENSP00000480966	0	0	0	0	0.063	0	0	0.557	0.567
ENTPD1	PDE1C	9606.ENSP00000360250	9606.ENSP00000379496	0	0	0	0	0.062	0	0.650	0	0.657
ENTPD1	ENTPD8	9606.ENSP00000360250	9606.ENSP00000360561	0	0	0	0.914	0	0	0.900	0.868	0.907
ENTPD1	ENPP3	9606.ENSP00000360250	9606.ENSP00000406261	0	0	0	0	0.065	0.057	0.900	0.605	0.960
ENTPD2	NT5E	9606.ENSP00000347213	9606.ENSP00000257770	0	0	0	0	0	0	0	0.693	0.694
ENTPD2	ADCY8	9606.ENSP00000347213	9606.ENSP00000286355	0	0	0	0	0.052	0	0.650	0.246	0.728
ENTPD2	CDT1	9606.ENSP00000347213	9606.ENSP00000301019	0	0	0	0	0	0	0	0.540	0.540
ENTPD2	PNP	9606.ENSP00000347213	9606.ENSP00000354532	0	0	0	0	0	0	0	0.428	0.428
ENTPD2	ALPL	9606.ENSP00000347213	9606.ENSP00000363973	0	0	0	0	0.062	0	0	0.423	0.436
ENTPD2	P2RY6	9606.ENSP00000347213	9606.ENSP00000480966	0	0	0	0	0.052	0	0	0.558	0.563
ENTPD2	ADORA1	9606.ENSP00000347213	9606.ENSP00000356205	0	0	0	0	0.078	0	0	0.651	0.664
ENTPD2	ENPP3	9606.ENSP00000347213	9606.ENSP00000406261	0	0	0	0	0.065	0.057	0	0.669	0.682
ENTPD2	ENTPD1	9606.ENSP00000347213	9606.ENSP00000360250	0	0	0	0.896	0	0	0.900	0.865	0.908
ENTPD2	ENTPD8	9606.ENSP00000347213	9606.ENSP00000360561	0	0	0	0.917	0.125	0	0.900	0.859	0.915
ENTPD8	NT5E	9606.ENSP00000360561	9606.ENSP00000257770	0	0	0	0	0.060	0	0.650	0.658	0.877
ENTPD8	ADCY8	9606.ENSP00000360561	9606.ENSP00000286355	0	0	0	0	0.052	0	0.650	0.059	0.660
ENTPD8	PDE9A	9606.ENSP00000360561	9606.ENSP00000291539	0	0	0	0	0.079	0	0.650	0	0.664
ENTPD8	UPP1	9606.ENSP00000360561	9606.ENSP00000330032	0	0	0	0	0.049	0	0	0.529	0.533
ENTPD8	PDE5A	9606.ENSP00000360561	9606.ENSP00000347046	0	0	0	0	0.062	0	0.650	0.048	0.660
ENTPD8	ENTPD2	9606.ENSP00000360561	9606.ENSP00000347213	0	0	0	0.917	0.125	0	0.900	0.859	0.915
ENTPD8	PDE4C	9606.ENSP00000360561	9606.ENSP00000347689	0	0	0	0	0.062	0	0.650	0	0.657
ENTPD8	ADORA1	9606.ENSP00000360561	9606.ENSP00000356205	0	0	0	0	0	0	0	0.545	0.545
ENTPD8	ENTPD1	9606.ENSP00000360561	9606.ENSP00000360250	0	0	0	0.914	0	0	0.900	0.868	0.907
ENTPD8	P2RY6	9606.ENSP00000360561	9606.ENSP00000480966	0	0	0	0	0.062	0	0	0.502	0.512
ENTPD8	PDE1C	9606.ENSP00000360561	9606.ENSP00000379496	0	0	0	0	0.062	0	0.650	0	0.657
ENTPD8	ENPP3	9606.ENSP00000360561	9606.ENSP00000406261	0	0	0	0	0.065	0.057	0.900	0.618	0.961
EPHA10	EPHB3	9606.ENSP00000362139	9606.ENSP00000332118	0	0	0	0.915	0.062	0	0.600	0.530	0.625
EPHA10	MANEAL	9606.ENSP00000362139	9606.ENSP00000362136	0	0	0	0	0.062	0	0	0.415	0.427
EPHB3	PLXNC1	9606.ENSP00000332118	9606.ENSP00000258526	0	0	0	0	0.111	0.078	0	0.340	0.412
EPHB3	NGEF	9606.ENSP00000332118	9606.ENSP00000264051	0	0	0	0	0.078	0.148	0.800	0.398	0.892
EPHB3	TIAM1	9606.ENSP00000332118	9606.ENSP00000286827	0	0	0	0	0	0.140	0	0.406	0.467
EPHB3	MST1R	9606.ENSP00000332118	9606.ENSP00000296474	0	0	0	0.585	0.128	0.395	0	0.182	0.484
EPHB3	PVRL4	9606.ENSP00000332118	9606.ENSP00000356991	0	0	0	0	0	0	0	0.448	0.448
EPHB3	EPHA10	9606.ENSP00000332118	9606.ENSP00000362139	0	0	0	0.915	0.062	0	0.600	0.530	0.625
EPPK1	PKP2	9606.ENSP00000484472	9606.ENSP00000070846	0	0	0	0	0.069	0.065	0	0.465	0.493
EPPK1	DSC3	9606.ENSP00000484472	9606.ENSP00000353608	0	0	0	0	0	0.057	0	0.467	0.475
EPPK1	CD177	9606.ENSP00000484472	9606.ENSP00000479536	0	0	0	0	0	0	0	0.440	0.440
EPS8	DLG4	9606.ENSP00000281172	9606.ENSP00000382428	0	0	0	0	0.062	0.165	0.360	0.471	0.699
EPS8	ESPN	9606.ENSP00000281172	9606.ENSP00000367059	0	0	0	0	0.062	0.057	0	0.769	0.778
ERBB3	ITGB4	9606.ENSP00000267101	9606.ENSP00000200181	0	0	0	0	0.092	0.102	0.900	0.213	0.927
ERBB3	CCND1	9606.ENSP00000267101	9606.ENSP00000227507	0	0	0	0	0.062	0.081	0	0.610	0.635
ERBB3	KRT19	9606.ENSP00000267101	9606.ENSP00000355124	0	0	0	0	0.175	0	0	0.305	0.402
ERBB3	CDH2	9606.ENSP00000267101	9606.ENSP00000269141	0	0	0	0	0	0.059	0	0.393	0.404
ERBB3	TGFBR1	9606.ENSP00000267101	9606.ENSP00000364133	0	0	0	0	0.049	0.174	0	0.322	0.420
ERBB3	DUSP6	9606.ENSP00000267101	9606.ENSP00000279488	0	0	0	0	0	0.124	0	0.412	0.462
ERBB3	S100B	9606.ENSP00000267101	9606.ENSP00000291700	0	0	0	0	0.062	0.341	0	0.251	0.496
ERBB3	FN1	9606.ENSP00000267101	9606.ENSP00000346839	0	0	0	0	0	0	0	0.525	0.525
ERBB3	MST1R	9606.ENSP00000267101	9606.ENSP00000296474	0	0	0	0.564	0.097	0.394	0	0.427	0.529
ERBB3	RET	9606.ENSP00000267101	9606.ENSP00000347942	0	0	0	0.574	0.063	0.391	0	0.595	0.551
ERBB3	ROR1	9606.ENSP00000267101	9606.ENSP00000360120	0	0	0	0.577	0.064	0.502	0	0.243	0.557
ERBB3	S100A4	9606.ENSP00000267101	9606.ENSP00000357705	0	0	0	0	0	0.417	0	0.274	0.559
ERBB3	PGR	9606.ENSP00000267101	9606.ENSP00000325120	0	0	0	0	0.071	0.102	0	0.564	0.604
ERBB3	CDKN2A	9606.ENSP00000267101	9606.ENSP00000418915	0	0	0	0	0	0.286	0	0.523	0.645
ERBB3	FGF1	9606.ENSP00000267101	9606.ENSP00000480791	0	0	0	0	0.062	0	0.600	0.228	0.685
ERBB3	MUC1	9606.ENSP00000267101	9606.ENSP00000484824	0	0	0	0	0.065	0.462	0	0.465	0.707
ERBB3	SHC3	9606.ENSP00000267101	9606.ENSP00000364995	0	0	0	0	0.057	0.547	0.800	0.314	0.933
ERBB3	TGFA	9606.ENSP00000267101	9606.ENSP00000295400	0	0	0	0	0	0	0.900	0.469	0.944
ERBB3	MET	9606.ENSP00000267101	9606.ENSP00000317272	0	0	0	0.562	0.063	0.539	0.800	0.938	0.944
ERBB3	GRB7	9606.ENSP00000267101	9606.ENSP00000403459	0	0	0	0	0.196	0.689	0.600	0.892	0.987
ERP27	AGR2	9606.ENSP00000266397	9606.ENSP00000391490	0	0	0	0	0	0	0	0.416	0.416
ESM1	ICAM1	9606.ENSP00000370812	9606.ENSP00000264832	0	0	0	0	0	0	0	0.508	0.508
ESM1	DUSP6	9606.ENSP00000370812	9606.ENSP00000279488	0	0	0	0	0.061	0	0	0.425	0.436
ESM1	TM4SF1	9606.ENSP00000370812	9606.ENSP00000304277	0	0	0	0	0.124	0	0	0.496	0.539
ESM1	FN1	9606.ENSP00000370812	9606.ENSP00000346839	0	0	0	0	0.135	0	0	0.432	0.487
ESPN	PDLIM4	9606.ENSP00000367059	9606.ENSP00000253754	0	0	0	0	0.062	0.056	0.720	0.042	0.730
ESPN	EPS8	9606.ENSP00000367059	9606.ENSP00000281172	0	0	0	0	0.062	0.057	0	0.769	0.778
ESPN	PDLIM7	9606.ENSP00000367059	9606.ENSP00000348099	0	0	0	0	0.062	0.056	0.540	0.042	0.557
ETNK2	GOLT1A	9606.ENSP00000356169	9606.ENSP00000308535	0	0	0	0	0.063	0	0	0.820	0.824
ETV4	CCND1	9606.ENSP00000321835	9606.ENSP00000227507	0	0	0	0	0.139	0	0	0.372	0.436
ETV4	DUSP4	9606.ENSP00000321835	9606.ENSP00000240100	0	0	0	0	0.097	0	0	0.395	0.431
ETV4	MMP7	9606.ENSP00000321835	9606.ENSP00000260227	0	0	0	0	0	0	0	0.454	0.454
ETV4	DUSP6	9606.ENSP00000321835	9606.ENSP00000279488	0	0	0	0	0.062	0	0	0.670	0.678
ETV4	ST6GALNAC5	9606.ENSP00000321835	9606.ENSP00000417583	0	0	0	0	0.049	0	0	0.415	0.419
ETV4	RET	9606.ENSP00000321835	9606.ENSP00000347942	0	0	0	0	0.062	0	0	0.425	0.438
ETV4	FGF1	9606.ENSP00000321835	9606.ENSP00000480791	0	0	0	0	0	0	0	0.441	0.441
ETV5	DUSP4	9606.ENSP00000306894	9606.ENSP00000240100	0	0	0	0	0.082	0	0	0.418	0.443
ETV5	DUSP6	9606.ENSP00000306894	9606.ENSP00000279488	0	0	0	0	0.090	0	0	0.604	0.624
ETV5	RET	9606.ENSP00000306894	9606.ENSP00000347942	0	0	0	0	0	0	0	0.460	0.460
EVA1A	MPZL2	9606.ENSP00000233712	9606.ENSP00000278937	0	0	0	0	0.062	0	0	0.537	0.548
F2R	ICAM1	9606.ENSP00000321326	9606.ENSP00000264832	0	0	0	0	0	0	0	0.423	0.422
F2R	TIAM1	9606.ENSP00000321326	9606.ENSP00000286827	0	0	0	0	0	0	0	0.447	0.447
F2R	ITGA2	9606.ENSP00000321326	9606.ENSP00000296585	0	0	0	0	0.067	0	0	0.426	0.441
F2R	ANGPTL4	9606.ENSP00000321326	9606.ENSP00000301455	0	0	0	0	0	0	0	0.489	0.489
F2R	CXCL8	9606.ENSP00000321326	9606.ENSP00000306512	0	0	0	0	0	0	0.600	0.580	0.824
F2R	PRSS1	9606.ENSP00000321326	9606.ENSP00000308720	0	0	0	0	0	0	0.600	0.066	0.610
F2R	FN1	9606.ENSP00000321326	9606.ENSP00000346839	0	0	0	0	0.088	0	0	0.459	0.485
F2R	PIN4	9606.ENSP00000321326	9606.ENSP00000362773	0	0	0	0	0	0	0	0.531	0.531
F2R	PRSS3P2	9606.ENSP00000321326	9606.ENSP00000485444	0	0	0	0	0	0	0.600	0.047	0.602
F2R	LPAR5	9606.ENSP00000321326	9606.ENSP00000327875	0	0	0	0.688	0	0	0.800	0.224	0.811
F2R	PROS1	9606.ENSP00000321326	9606.ENSP00000377783	0	0	0	0	0.081	0	0.900	0.358	0.935
F5	CTSC	9606.ENSP00000356771	9606.ENSP00000227266	0	0	0	0	0.062	0	0.600	0	0.608
F5	CDC42EP3	9606.ENSP00000356771	9606.ENSP00000295324	0	0	0	0	0	0	0	0.467	0.467
F5	TGFA	9606.ENSP00000356771	9606.ENSP00000295400	0	0	0	0	0	0	0.600	0	0.600
F5	COL7A1	9606.ENSP00000356771	9606.ENSP00000332371	0	0	0	0	0	0	0.600	0	0.600
F5	SERPINA1	9606.ENSP00000356771	9606.ENSP00000416066	0	0	0	0	0.296	0.177	0.300	0.289	0.673
F5	PROS1	9606.ENSP00000356771	9606.ENSP00000377783	0	0	0	0	0.063	0.486	0.900	0.501	0.972
FAM111B	SUSD4	9606.ENSP00000341565	9606.ENSP00000344219	0	0	0	0	0	0	0	0.412	0.412
FAM111B	IER5L	9606.ENSP00000341565	9606.ENSP00000361569	0	0	0	0	0	0	0	0.459	0.459
FAM132B	GDF15	9606.ENSP00000442304	9606.ENSP00000252809	0	0	0	0	0	0	0	0.673	0.673
FAM132B	TMPRSS6	9606.ENSP00000442304	9606.ENSP00000371211	0	0	0	0	0	0	0	0.733	0.733
FAM19A2	XKRX	9606.ENSP00000393987	9606.ENSP00000362047	0	0	0	0	0	0	0	0.567	0.567
FAM19A2	TMEM59L	9606.ENSP00000393987	9606.ENSP00000470879	0	0	0	0	0.066	0	0	0.401	0.416
FAM19A5	TMEM132D	9606.ENSP00000383933	9606.ENSP00000408581	0	0	0	0	0.152	0	0	0.517	0.572
FAM20A	LAMB3	9606.ENSP00000468308	9606.ENSP00000375778	0	0	0	0	0.062	0	0	0.504	0.515
FAM20A	FJX1	9606.ENSP00000468308	9606.ENSP00000400223	0	0	0	0	0	0	0	0.794	0.794
FAM84A	STRA6	9606.ENSP00000295092	9606.ENSP00000456609	0	0	0	0	0.062	0	0	0.438	0.450
FAM84A	CLIP3	9606.ENSP00000295092	9606.ENSP00000353732	0	0	0	0	0.107	0	0	0.448	0.487
FAM84A	STK32A	9606.ENSP00000295092	9606.ENSP00000381535	0	0	0	0	0.069	0	0	0.561	0.574
FAP	ANPEP	9606.ENSP00000188790	9606.ENSP00000300060	0.049	0	0	0	0.094	0	0	0.366	0.406
FAP	CDH11	9606.ENSP00000188790	9606.ENSP00000268603	0	0	0	0	0.345	0	0	0.183	0.442
FAP	SPINT1	9606.ENSP00000188790	9606.ENSP00000342098	0	0	0	0	0.062	0	0	0.439	0.451
FAP	S100A4	9606.ENSP00000188790	9606.ENSP00000357705	0	0	0	0	0	0	0	0.457	0.457
FAP	THBS2	9606.ENSP00000188790	9606.ENSP00000355751	0	0	0	0	0.316	0	0	0.242	0.459
FAP	DPP4	9606.ENSP00000188790	9606.ENSP00000353731	0	0	0.444	0.952	0.076	0.462	0	0.857	0.512
FAP	PLAUR	9606.ENSP00000188790	9606.ENSP00000339328	0	0	0	0	0	0.312	0	0.349	0.533
FAP	COL5A2	9606.ENSP00000188790	9606.ENSP00000364000	0	0	0	0	0.561	0	0	0.103	0.590
FAP	COL3A1	9606.ENSP00000188790	9606.ENSP00000304408	0	0	0	0	0.560	0	0	0.112	0.593
FAP	COL1A1	9606.ENSP00000188790	9606.ENSP00000225964	0	0	0	0	0.539	0	0	0.204	0.618
FAP	COL1A2	9606.ENSP00000188790	9606.ENSP00000297268	0	0	0	0	0.617	0	0	0.119	0.648
FAP	POSTN	9606.ENSP00000188790	9606.ENSP00000369071	0	0	0	0	0.573	0	0	0.378	0.723
FAP	FN1	9606.ENSP00000188790	9606.ENSP00000346839	0	0	0	0	0.200	0.163	0	0.670	0.760
FAT2	CBLN1	9606.ENSP00000261800	9606.ENSP00000219197	0	0	0	0	0.198	0	0	0.294	0.410
FAT2	RIMS2	9606.ENSP00000261800	9606.ENSP00000262231	0	0	0	0	0.074	0	0	0.408	0.428
FAT2	GLRB	9606.ENSP00000261800	9606.ENSP00000264428	0	0	0	0	0.088	0	0	0.664	0.681
FAT2	FJX1	9606.ENSP00000261800	9606.ENSP00000400223	0	0	0	0	0	0.346	0	0.582	0.715
FCER1A	ITGA2	9606.ENSP00000357097	9606.ENSP00000296585	0	0	0	0	0	0	0	0.406	0.406
FCER1A	TPSAB1	9606.ENSP00000357097	9606.ENSP00000343577	0	0	0	0	0.231	0	0	0.304	0.442
FCER1A	ENPP3	9606.ENSP00000357097	9606.ENSP00000406261	0	0	0	0	0	0	0	0.561	0.561
FCN3	C3	9606.ENSP00000270879	9606.ENSP00000245907	0	0	0	0	0.074	0	0	0.661	0.672
FCN3	PRSS3P2	9606.ENSP00000270879	9606.ENSP00000485444	0	0	0	0	0	0.056	0	0.401	0.410
FCN3	FN1	9606.ENSP00000270879	9606.ENSP00000346839	0	0	0	0	0	0.121	0	0.388	0.439
FCN3	CLU	9606.ENSP00000270879	9606.ENSP00000315130	0	0	0	0	0	0.077	0	0.422	0.443
FCN3	PRSS1	9606.ENSP00000270879	9606.ENSP00000308720	0	0	0	0	0	0.056	0	0.494	0.502
FGF1	NGFR	9606.ENSP00000480791	9606.ENSP00000172229	0	0	0	0	0.065	0	0.600	0.215	0.680
FGF1	SYT1	9606.ENSP00000480791	9606.ENSP00000261205	0	0	0	0	0.152	0.850	0	0.839	0.977
FGF1	ERBB3	9606.ENSP00000480791	9606.ENSP00000267101	0	0	0	0	0.062	0	0.600	0.228	0.685
FGF1	CLDN10	9606.ENSP00000480791	9606.ENSP00000299339	0	0	0	0	0	0.409	0	0	0.408
FGF1	CXCL8	9606.ENSP00000480791	9606.ENSP00000306512	0	0	0	0	0	0	0	0.466	0.465
FGF1	MET	9606.ENSP00000480791	9606.ENSP00000317272	0	0	0	0	0	0	0.600	0.341	0.725
FGF1	ETV4	9606.ENSP00000480791	9606.ENSP00000321835	0	0	0	0	0	0	0	0.441	0.441
FGF1	FN1	9606.ENSP00000480791	9606.ENSP00000346839	0	0	0	0	0.076	0	0	0.580	0.596
FGF1	RET	9606.ENSP00000480791	9606.ENSP00000347942	0	0	0	0	0	0.344	0	0.210	0.460
FGF1	SDC4	9606.ENSP00000480791	9606.ENSP00000361818	0	0	0	0	0	0.450	0	0.260	0.575
